url,slug,wikidata_id,babelnet_id
https://en.wikipedia.org/wiki/Swallow_tattoo,Swallow_tattoo,Q7653113,bn:03426201n
https://en.wikipedia.org/wiki/Syd_Mead,Syd_Mead,Q940474,bn:03536695n
https://en.wikipedia.org/wiki/Synaptic_pruning,Synaptic_pruning,Q2124069,bn:03812089n
https://en.wikipedia.org/wiki/Systems_theory,Systems_theory,Q269699,bn:02286778n
https://en.wikipedia.org/wiki/Tab_stop,Tab_stop,Q3515540,bn:03499793n
https://en.wikipedia.org/wiki/Tamam_Shud_case,Tamam_Shud_case,Q923144,bn:00136587n
https://en.wikipedia.org/wiki/Tash_Sultana,Tash_Sultana,Q27671324,bn:21141065n
https://en.wikipedia.org/wiki/Technological_fix,Technological_fix,Q7692525,bn:00164831n
https://en.wikipedia.org/wiki/Technology_adoption_life_cycle,Technology_adoption_life_cycle,Q7692587,bn:03476091n
https://en.wikipedia.org/wiki/The_Magical_Number_Seven,The_Magical_Number_Seven,Q1542532,bn:03183589n
https://en.wikipedia.org/wiki/The_Third_Wave_(experiment),The_Third_Wave_(experiment),Q1059204,bn:00352816n
https://en.wikipedia.org/wiki/Theory_of_constraints,Theory_of_constraints,Q956095,bn:01311429n
https://en.wikipedia.org/wiki/Theory_of_mind,Theory_of_mind,Q639219,bn:03264463n
https://en.wikipedia.org/wiki/Thin_blue_line,Thin_blue_line,Q7768695,
https://en.wikipedia.org/wiki/Thomas_Crapper,Thomas_Crapper,Q2987116,bn:03238455n
https://en.wikipedia.org/wiki/Thomas_Hobbes,Thomas_Hobbes,Q37621,bn:00044316n
https://en.wikipedia.org/wiki/Time-based_currency,Time-based_currency,Q185877,bn:02998731n
